CustomerID,Name,Age,Gender,JoinDate,SubscriptionType,MonthlyFee,PaymentMethod,TotalWatchTime,Cancelled,Email,Country,Region,LastLoginDate,NumSupportTickets,LoyaltyPoints,ReferralSource,PreferredDevice,PaymentFrequency
14,Alex Martin,53,Male,2018-08-17 00:00:00,Standard,15.66,Credit Card,17.42,False,amartin14@example.com,Canada,North,2019-02-16 00:00:00,0,699.0,Website,Desktop,Monthly
15,Sarah Johnson,73,Non-binary,2023-10-26 00:00:00,Basic,10.06,Debit Card,13.01,False,sjohnson15@yahoo.com,Australia,North,2024-02-12 00:00:00,0,92.0,Friend,Desktop,Monthly
16,Robert Johnson,67,Male,2024-06-02 00:00:00,Standard,16.24,Debit Card,26.13,True,rjohnson16@yahoo.com,Germany,Region8,2025-06-26 00:00:00,5,84.0,Friend,Mobile,Annual
17,Laura Thomas,19,Female,2023-01-05 00:00:00,Standard,15.64,Paypal,5.21,True,lthomas17@example.com,Canada,Region9,2024-02-04 00:00:00,0,39.0,Ad,Mobile,Monthly
18,David Smith,66,Male,2021-08-27 00:00:00,Basic,9.09,Credit Card,22.8,False,dsmith18@example.com,France,Region7,2023-01-26 00:00:00,3,218.0,Friend,Desktop,Monthly
19,Michael Harris,47,Female,2019-11-06 00:00:00,Standard,15.47,Debit Card,44.09,True,mharris19@streamworld.com,UK,Region6,2022-03-28 00:00:00,5,99.0,SocialMedia,Mobile,Monthly
20,John Jackson,77,Female,2025-05-23 00:00:00,Basic,9.82,Bank Transfer,61.48,False,jjackson20@streamworld.com,USA,Region9,2025-06-26 00:00:00,2,151.0,Friend,Mobile,Monthly
21,Emily Thomas,56,Female,2020-11-20 00:00:00,Basic,8.67,Paypal,4.42,False,ethomas21@gmail.com,Germany,Region9,2025-06-26 00:00:00,0,156.0,OrganicSearch,Mobile,Quarterly
22,Robert Johnson,61,Male,2024-12-30 00:00:00,Standard,13.55,Credit Card,79.74,True,noatsign.com,USA,Region8,2025-06-26 00:00:00,3,519.0,Website,Desktop,Quarterly
23,Laura Harris,70,Female,2023-03-18 00:00:00,Standard,13.92,Credit Card,6.02,False,lharris23@gmail.com,France,Region6,2023-04-22 00:00:00,1,745.0,SocialMedia,Mobile,Monthly
24,Emily Martin,41,Female,2019-01-21 00:00:00,Standard,16.3,Credit Card,1.62,True,emartin24@yahoo.com,Australia,Central,2025-06-26 00:00:00,0,207.0,Website,Desktop,Monthly
25,Laura Smith,20,Prefer not to say,2021-09-13 00:00:00,Basic,10.58,Debit Card,16.89,True,lsmith25@yahoo.com,Australia,Central,2025-06-26 00:00:00,2,196.0,SocialMedia,Mobile,Quarterly
26,Sarah Brown,18,Male,2022-10-25 00:00:00,Basic,9.35,Debit Card,18.87,False,sbrown26@example.com,Australia,South,2025-06-26 00:00:00,3,421.0,OrganicSearch,Mobile,Quarterly
27,Emily Brown,30,Female,2021-03-10 00:00:00,Basic,10.29,Credit Card,23.18,True,ebrown27@streamworld.com,Australia,Central,2022-11-02 00:00:00,1,559.0,Ad,Desktop,Quarterly
28,Laura Martin,58,Female,2020-12-04 00:00:00,Basic,9.76,Credit Card,58.32,False,lmartin28@yahoo.com,France,West,2023-06-01 00:00:00,5,458.0,Friend,Mobile,Monthly
29,Alex Harris,26,Male,2018-12-05 00:00:00,Premium,20.2,Debit Card,8.56,False,aharris29@gmail.com,Canada,East,2022-06-26 00:00:00,1,818.0,Ad,Tablet,Monthly
30,Alex Smith,38,Male,2024-02-16 00:00:00,Premium,19.38,Credit Card,6.84,False,asmith30@example.com,Canada,Region7,2025-01-17 00:00:00,3,504.0,Friend,Desktop,Annual
31,Jane Smith,75,Female,2019-06-21 00:00:00,Premium,19.94,Debit Card,31.85,True,jsmith31@yahoo.com,Australia,North,2024-10-25 00:00:00,0,453.0,OrganicSearch,Mobile,Monthly
32,Alex White,77,Female,2022-04-10 00:00:00,Basic,10.79,Credit Card,10.54,False,awhite32@example.com,Germany,Region10,2025-06-26 00:00:00,0,995.0,Friend,Mobile,Quarterly
33,David Johnson,57,Non-binary,2021-10-07 00:00:00,Premium,20.56,Credit Card,16.69,False,djohnson33@yahoo.com,France,East,2023-03-20 00:00:00,0,66.0,Ad,Mobile,Annual
34,David Johnson,33,Male,2021-12-29 00:00:00,Basic,9.36,Credit Card,4.71,False,djohnson34@gmail.com,France,East,2025-06-26 00:00:00,1,38.0,Website,Mobile,Monthly
35,Alex Anderson,76,Female,2019-06-25 00:00:00,Standard,15.26,Debit Card,0.98,False,aanderson35@streamworld.com,USA,Central,2019-07-29 00:00:00,1,260.0,OrganicSearch,Mobile,Monthly
36,Olivia Smith,65,Female,2020-11-04 00:00:00,Basic,9.42,Credit Card,29.56,True,osmith36@streamworld.com,UK,West,2022-11-14 00:00:00,2,521.0,SocialMedia,Desktop,Monthly
37,David Thomas,45,Male,2024-08-09 00:00:00,Basic,9.63,Credit Card,13.69,False,invalid_email.com,France,South,2025-06-26 00:00:00,0,198.0,Website,Desktop,Quarterly
38,Alex Harris,80,Female,2022-10-26 00:00:00,Basic,10.66,Credit Card,41.35,False,aharris38@gmail.com,Australia,East,2024-12-03 00:00:00,0,192.0,Website,Desktop,Monthly
39,David Taylor,55,Male,2022-11-07 00:00:00,Standard,14.67,Debit Card,6.4,True,dtaylor39@gmail.com,Australia,Central,2025-06-26 00:00:00,2,191.0,Ad,Desktop,Monthly
40,John Taylor,64,Male,2023-08-10 00:00:00,Basic,10.52,Debit Card,16.6,False,jtaylor40@example.com,Canada,Region6,2025-06-26 00:00:00,0,911.0,Website,Desktop,Annual
41,Laura Anderson,54,Female,2023-10-30 00:00:00,Standard,16.04,Paypal,3.49,False,landerson41@gmail.com,Germany,Region10,2025-06-26 00:00:00,4,962.0,Ad,Desktop,Monthly
42,Robert Jackson,62,Prefer not to say,2019-06-23 00:00:00,Standard,14.13,Credit Card,0.6,False,rjackson42@yahoo.com,USA,Central,2025-06-26 00:00:00,0,553.0,SocialMedia,Desktop,Annual
43,Alex Thomas,75,Female,2020-09-28 00:00:00,Basic,8.79,Debit Card,24.44,False,athomas43@yahoo.com,USA,Region6,2024-04-26 00:00:00,0,855.0,Ad,Mobile,Monthly
46,Alex Martin,27,Female,2022-03-01 00:00:00,Basic,11.08,Credit Card,23.93,False,amartin46@yahoo.com,France,South,2025-06-26 00:00:00,1,759.0,Ad,Desktop,Monthly
47,David Johnson,50,Female,2023-07-25 00:00:00,Standard,15.49,Credit Card,26.91,False,djohnson47@gmail.com,Australia,North,2024-09-07 00:00:00,1,454.0,Friend,Mobile,Monthly
48,Jane Johnson,39,Male,2020-12-27 00:00:00,Standard,16.41,Bank Transfer,12.73,True,jjohnson48@yahoo.com,France,Central,2025-06-26 00:00:00,4,7.0,SocialMedia,Mobile,Monthly
49,Alex Anderson,65,Female,2018-04-18 00:00:00,Standard,14.88,Credit Card,48.42,True,aanderson49@gmail.com,Canada,Region10,2020-07-17 00:00:00,1,842.0,Friend,Desktop,Monthly
50,Alex Brown,59,Female,2022-03-15 00:00:00,Basic,8.87,Credit Card,16.55,False,abrown50@yahoo.com,Germany,South,2025-06-26 00:00:00,1,113.0,Friend,Mobile,Monthly
51,David Brown,53,Female,2023-02-02 00:00:00,Standard,15.04,Paypal,2.24,False,dbrown51@example.com,France,Region7,2025-04-03 00:00:00,2,274.0,Friend,Desktop,Monthly
52,Emily Harris,37,Male,2021-04-27 00:00:00,Premium,20.1,Credit Card,28.14,False,eharris52@streamworld.com,USA,Region10,2021-12-06 00:00:00,2,899.0,Website,Mobile,Annual
53,Sarah White,40,Male,2020-02-06 00:00:00,Premium,19.72,Bank Transfer,22.92,False,swhite53@example.com,Australia,Region7,2025-06-26 00:00:00,1,569.0,SocialMedia,Tablet,Monthly
54,Emily Anderson,44,Male,2020-10-11 00:00:00,Standard,13.52,Bank Transfer,51.7,False,eanderson54@streamworld.com,France,South,2022-06-18 00:00:00,0,54.0,SocialMedia,Mobile,Monthly
55,Jane Thomas,68,Male,2021-12-01 00:00:00,Basic,11.23,Credit Card,11.86,False,user@@domain,UK,Region7,2025-06-26 00:00:00,5,288.0,Friend,Mobile,Monthly
56,Alex Johnson,77,Female,2018-01-09 00:00:00,Standard,15.63,Paypal,11.21,False,ajohnson56@example.com,Canada,South,2024-09-12 00:00:00,2,488.0,OrganicSearch,Mobile,Monthly
58,John Martin,30,Prefer not to say,2023-08-01 00:00:00,Premium,20.42,Credit Card,6.16,False,jmartin58@streamworld.com,Germany,East,2024-09-05 00:00:00,2,102.0,SocialMedia,Mobile,Monthly
59,John Thomas,50,Male,2019-12-18 00:00:00,Standard,14.78,Bank Transfer,1.29,False,noatsign.com,UK,North,2025-06-26 00:00:00,0,522.0,Website,Mobile,Quarterly
60,Emily Jackson,78,Female,2018-01-27 00:00:00,Premium,19.73,Debit Card,23.77,False,ejackson60@yahoo.com,UK,South,2024-08-22 00:00:00,1,578.0,SocialMedia,Mobile,Monthly
61,David Thomas,71,Male,2020-03-26 00:00:00,Basic,9.73,Credit Card,42.94,True,dthomas61@streamworld.com,Australia,East,2025-06-26 00:00:00,2,2.0,Website,Mobile,Monthly
62,David Jackson,45,Non-binary,2023-01-08 00:00:00,Basic,8.94,Bank Transfer,88.42,True,djackson62@example.com,France,Region10,2025-06-26 00:00:00,2,65.0,Friend,Tablet,Monthly
63,David Thomas,19,Female,2022-04-01 00:00:00,Standard,13.91,Credit Card,25.86,False,dthomas63@example.com,Australia,North,2025-06-26 00:00:00,2,617.0,Friend,Mobile,Monthly
64,Robert Johnson,62,Female,2021-11-12 00:00:00,Basic,10.24,Paypal,32.31,False,rjohnson64@yahoo.com,Australia,Region6,2025-06-26 00:00:00,5,858.0,Website,Mobile,Monthly
65,Alex Smith,29,Male,2022-11-23 00:00:00,Premium,18.92,Debit Card,42.21,True,asmith65@example.com,Canada,North,2025-06-26 00:00:00,1,216.0,SocialMedia,Desktop,Annual
66,Sarah Jackson,68,Male,2024-06-10 00:00:00,Premium,18.95,Paypal,13.49,True,noatsign.com,Canada,Central,2025-06-26 00:00:00,1,421.0,SocialMedia,Desktop,Monthly
67,Laura Taylor,29,Male,2023-04-14 00:00:00,Basic,8.51,Credit Card,88.74,False,ltaylor67@gmail.com,France,Region7,2025-06-26 00:00:00,1,930.0,Website,Desktop,Monthly
68,Michael Taylor,47,Male,2020-10-23 00:00:00,Standard,15.81,Credit Card,5.81,False,mtaylor68@example.com,UK,Region10,2023-04-15 00:00:00,3,466.0,Ad,Desktop,Monthly
69,Michael Johnson,49,Female,2024-04-19 00:00:00,Standard,14.26,Paypal,61.26,True,mjohnson69@example.com,USA,Central,2025-06-26 00:00:00,2,483.0,OrganicSearch,Mobile,Monthly
70,Sarah Taylor,67,Female,2019-04-23 00:00:00,Basic,9.55,Credit Card,23.83,False,staylor70@example.com,France,West,2023-07-29 00:00:00,0,604.0,Friend,Mobile,Annual
71,Emily Jackson,59,Female,2025-03-16 00:00:00,Basic,10.19,Credit Card,36.91,False,ejackson71@example.com,Canada,North,2025-06-26 00:00:00,1,775.0,Friend,Desktop,Monthly
72,Michael White,77,Male,2023-10-22 00:00:00,Basic,8.79,Credit Card,6.68,True,mwhite72@yahoo.com,Germany,South,2025-06-26 00:00:00,3,692.0,Friend,Mobile,Monthly
73,Jane White,51,Male,2018-03-31 00:00:00,Basic,10.36,Credit Card,8.15,False,user@@domain,Australia,East,2020-10-17 00:00:00,2,955.0,Website,Desktop,Monthly
74,David Anderson,30,Female,2023-05-03 00:00:00,Premium,20.76,Credit Card,8.89,True,danderson74@gmail.com,Australia,West,2025-06-06 00:00:00,5,235.0,OrganicSearch,Tablet,Monthly
75,Jane Harris,31,Female,2020-07-26 00:00:00,Standard,15.42,Credit Card,3.02,False,jharris75@gmail.com,Germany,Region9,2025-06-26 00:00:00,3,335.0,SocialMedia,Desktop,Monthly
76,Michael Thomas,30,Male,2022-05-16 00:00:00,Standard,15.22,Credit Card,74.81,False,mthomas76@yahoo.com,Canada,North,2024-08-28 00:00:00,0,156.0,Ad,Desktop,Monthly
77,Laura Harris,53,Male,2023-12-21 00:00:00,Standard,14.88,Credit Card,11.24,False,lharris77@yahoo.com,Germany,Region8,2025-06-26 00:00:00,1,921.0,Website,Mobile,Quarterly
78,Alex Anderson,42,Female,2020-06-14 00:00:00,Basic,9.19,Paypal,12.96,False,aanderson78@yahoo.com,Germany,Region8,2023-06-14 00:00:00,1,992.0,Friend,Mobile,Monthly
79,David Anderson,58,Female,2022-10-28 00:00:00,Standard,14.41,Credit Card,48.35,True,danderson79@gmail.com,USA,Region6,2025-06-26 00:00:00,3,20.0,SocialMedia,Mobile,Monthly
80,David Martin,27,Male,2022-03-18 00:00:00,Premium,20.98,Credit Card,12.74,False,dmartin80@example.com,USA,Central,2025-06-26 00:00:00,1,957.0,SocialMedia,Desktop,Monthly
81,Alex Anderson,68,Male,2020-04-22 00:00:00,Premium,20.06,Credit Card,4.67,False,aanderson81@yahoo.com,UK,Region10,2025-06-26 00:00:00,3,538.0,Website,Mobile,Monthly
82,David Martin,75,Male,2023-11-26 00:00:00,Standard,14.66,Credit Card,3.72,False,dmartin82@yahoo.com,France,Region9,2025-06-26 00:00:00,1,248.0,SocialMedia,Desktop,Monthly
83,Olivia White,58,Female,2021-10-03 00:00:00,Basic,10.75,Credit Card,5.58,False,owhite83@yahoo.com,Germany,Region6,2024-05-09 00:00:00,1,145.0,SocialMedia,Mobile,Monthly
84,Emily Jackson,29,Male,2022-07-25 00:00:00,Standard,15.84,Debit Card,52.8,False,ejackson84@streamworld.com,France,Region9,2025-06-26 00:00:00,2,199.0,Ad,Desktop,Annual
85,Sarah Taylor,18,Female,2021-06-28 00:00:00,Premium,19.66,Credit Card,0.34,False,staylor85@example.com,UK,West,2025-06-26 00:00:00,2,100.0,SocialMedia,Desktop,Monthly
86,Sarah Smith,41,Female,2024-03-25 00:00:00,Standard,14.34,Credit Card,10.64,False,ssmith86@yahoo.com,Australia,Region7,2025-06-26 00:00:00,1,790.0,Website,Mobile,Monthly
87,Sarah Anderson,79,Female,2021-09-06 00:00:00,Basic,9.34,Paypal,7.1,True,sanderson87@yahoo.com,Canada,East,2025-06-26 00:00:00,3,550.0,Ad,Mobile,Monthly
88,Emily Brown,29,Female,2021-10-15 00:00:00,Premium,18.53,Paypal,27.74,False,ebrown88@streamworld.com,Germany,South,2023-11-15 00:00:00,0,222.0,Ad,Mobile,Monthly
89,Michael Jackson,53,Female,2018-09-20 00:00:00,Basic,10.69,Paypal,53.09,True,mjackson89@gmail.com,Canada,Region9,2022-08-28 00:00:00,1,214.0,Website,Mobile,Monthly
90,Emily Jackson,68,Male,2024-08-20 00:00:00,Standard,13.17,Credit Card,6.6,False,ejackson90@streamworld.com,Canada,Region10,2025-03-01 00:00:00,2,131.0,Ad,Mobile,Monthly
91,Sarah Jackson,66,Female,2023-12-14 00:00:00,Basic,10.09,Debit Card,3.19,False,sjackson91@example.com,France,South,2025-06-26 00:00:00,2,130.0,Friend,Mobile,Monthly
92,John Johnson,56,Female,2019-09-30 00:00:00,Basic,8.86,Credit Card,43.14,False,jjohnson92@gmail.com,Germany,East,2022-07-23 00:00:00,3,842.0,Website,Tablet,Monthly
93,Robert Harris,79,Male,2021-04-28 00:00:00,Standard,12.99,Credit Card,10.51,False,rharris93@streamworld.com,Germany,South,2025-06-26 00:00:00,1,749.0,OrganicSearch,Desktop,Monthly
95,Robert Anderson,20,Male,2024-05-12 00:00:00,Premium,20.46,Paypal,10.07,False,randerson95@gmail.com,Canada,Central,2025-06-26 00:00:00,3,262.0,SocialMedia,Mobile,Monthly
96,Alex Harris,77,Male,2020-09-06 00:00:00,Basic,10.96,Debit Card,39.54,True,aharris96@example.com,Germany,Region6,2025-06-26 00:00:00,2,446.0,Friend,Mobile,Quarterly
97,Laura Taylor,60,Female,2020-12-29 00:00:00,Premium,20.81,Bank Transfer,19.47,True,ltaylor97@example.com,Germany,South,2025-06-26 00:00:00,0,1000.0,Website,Desktop,Monthly
98,Michael Jackson,37,Male,2023-01-12 00:00:00,Standard,14.96,Credit Card,18.2,True,mjackson98@gmail.com,USA,Region10,2023-03-29 00:00:00,0,46.0,Website,Mobile,Monthly
99,Laura Harris,36,Female,2018-09-03 00:00:00,Basic,12.01,Debit Card,4.5,False,lharris99@streamworld.com,Germany,West,2025-06-26 00:00:00,2,198.0,Website,Mobile,Quarterly
100,Robert Martin,78,Male,2024-11-18 00:00:00,Premium,21.08,Credit Card,13.1,False,noatsign.com,France,South,2025-06-26 00:00:00,2,245.0,Ad,Mobile,Monthly
101,Olivia Anderson,58,Male,2024-06-27 00:00:00,Premium,21.35,Paypal,9.11,False,oanderson101@gmail.com,Germany,South,2025-06-26 00:00:00,1,593.0,Website,Mobile,Quarterly
102,Emily Smith,45,Non-binary,2018-01-18 00:00:00,Standard,14.66,Credit Card,19.54,False,esmith102@example.com,Australia,East,2021-05-03 00:00:00,1,348.0,SocialMedia,Mobile,Monthly
103,Jane Anderson,76,Female,2023-01-23 00:00:00,Basic,10.85,Bank Transfer,12.39,True,janderson103@yahoo.com,USA,North,2024-07-25 00:00:00,1,221.0,Website,Mobile,Quarterly
104,Jane Martin,53,Male,2020-03-15 00:00:00,Standard,11.52,Debit Card,43.07,True,jmartin104@gmail.com,USA,West,2025-06-26 00:00:00,2,722.0,OrganicSearch,Mobile,Monthly
105,John Smith,63,Male,2023-01-20 00:00:00,Premium,19.39,Credit Card,22.07,False,jsmith105@streamworld.com,France,Central,2025-06-26 00:00:00,1,753.0,SocialMedia,Mobile,Monthly
106,David Anderson,71,Female,2024-07-30 00:00:00,Standard,15.04,Paypal,59.05,True,danderson106@streamworld.com,France,North,2025-06-26 00:00:00,2,240.0,Ad,Mobile,Monthly
107,Sarah Harris,47,Male,2023-01-15 00:00:00,Basic,10.39,Credit Card,8.34,False,sharris107@yahoo.com,USA,Region10,2023-05-27 00:00:00,2,472.0,Friend,Desktop,Monthly
108,Olivia Martin,39,Male,2021-11-18 00:00:00,Basic,10.42,Credit Card,3.37,False,omartin108@example.com,UK,Central,2025-06-26 00:00:00,1,101.0,Website,Desktop,Monthly
109,Michael Taylor,59,Female,2018-12-07 00:00:00,Basic,10.29,Credit Card,37.6,False,mtaylor109@streamworld.com,USA,West,2019-12-16 00:00:00,0,964.0,Website,Desktop,Quarterly
110,Jane Jackson,62,Female,2020-10-03 00:00:00,Basic,12.03,Credit Card,13.17,True,jjackson110@yahoo.com,USA,West,2023-10-02 00:00:00,1,647.0,OrganicSearch,Desktop,Annual
111,David Brown,54,Female,2024-05-14 00:00:00,Standard,14.02,Bank Transfer,9.71,False,dbrown111@streamworld.com,Australia,Region9,2025-06-26 00:00:00,4,802.0,OrganicSearch,Desktop,Monthly
113,Sarah Brown,63,Male,2018-08-23 00:00:00,Standard,14.51,Paypal,34.77,False,sbrown113@streamworld.com,Canada,Region10,2024-06-04 00:00:00,5,147.0,Website,Mobile,Monthly
114,Alex White,47,Male,2021-08-13 00:00:00,Basic,10.46,Bank Transfer,7.14,True,awhite114@yahoo.com,Germany,West,2025-06-26 00:00:00,1,786.0,OrganicSearch,Mobile,Quarterly
115,David Jackson,80,Female,2021-09-14 00:00:00,Basic,9.71,Credit Card,12.16,False,djackson115@gmail.com,France,Region8,2022-02-18 00:00:00,1,639.0,Website,Mobile,Monthly
116,Robert Brown,49,Female,2020-10-29 00:00:00,Basic,11.69,Credit Card,35.67,False,rbrown116@gmail.com,Canada,Region7,2023-01-07 00:00:00,2,546.0,Friend,Mobile,Monthly
117,Sarah Anderson,29,Female,2024-08-23 00:00:00,Basic,10.19,Credit Card,8.7,True,sanderson117@gmail.com,Germany,Region10,2025-06-26 00:00:00,1,875.0,Ad,Desktop,Monthly
118,Emily Anderson,48,Male,2019-07-10 00:00:00,Basic,8.82,Debit Card,4.97,False,eanderson118@gmail.com,Germany,Region6,2021-01-07 00:00:00,1,96.0,Ad,Desktop,Monthly
119,Laura Martin,29,Female,2020-08-13 00:00:00,Basic,9.73,Paypal,7.01,False,lmartin119@gmail.com,Canada,Central,2025-06-26 00:00:00,2,114.0,Website,Desktop,Monthly
120,David Brown,62,Prefer not to say,2018-01-25 00:00:00,Standard,14.47,Bank Transfer,5.05,False,dbrown120@streamworld.com,Germany,South,2022-09-03 00:00:00,1,529.0,Friend,Desktop,Annual
121,Laura Martin,54,Male,2020-02-09 00:00:00,Standard,14.58,Credit Card,25.91,False,lmartin121@example.com,UK,West,2021-09-11 00:00:00,2,258.0,Website,Desktop,Monthly
122,Laura Brown,59,Female,2019-08-23 00:00:00,Standard,16.41,Credit Card,4.22,True,lbrown122@gmail.com,France,Region7,2021-12-13 00:00:00,5,828.0,Website,Desktop,Annual
123,Jane Harris,41,Female,2022-09-19 00:00:00,Basic,10.48,Credit Card,2.15,False,jharris123@example.com,Canada,Region8,2024-08-20 00:00:00,4,995.0,Website,Mobile,Quarterly
124,Emily White,72,Female,2022-04-30 00:00:00,Standard,14.42,Credit Card,34.57,False,ewhite124@streamworld.com,UK,Region6,2025-03-09 00:00:00,1,529.0,OrganicSearch,Mobile,Monthly
125,Robert Smith,48,Male,2022-09-12 00:00:00,Premium,18.67,Debit Card,11.61,True,rsmith125@example.com,UK,East,2022-12-18 00:00:00,3,591.0,Ad,Mobile,Monthly
126,Jane Thomas,77,Male,2024-01-04 00:00:00,Premium,20.32,Credit Card,7.87,True,jthomas126@streamworld.com,Canada,Region9,2025-06-26 00:00:00,1,204.0,Website,Tablet,Quarterly
127,Laura Johnson,45,Female,2024-01-22 00:00:00,Basic,9.99,Credit Card,33.45,False,ljohnson127@example.com,Australia,North,2025-06-26 00:00:00,0,564.0,Website,Desktop,Monthly
128,Sarah Smith,55,Female,2018-06-20 00:00:00,Basic,10.25,Debit Card,9.83,False,ssmith128@yahoo.com,Germany,Region10,2020-08-11 00:00:00,0,229.0,OrganicSearch,Mobile,Monthly
129,Olivia Harris,41,Female,2022-09-17 00:00:00,Standard,13.63,Credit Card,2.94,False,oharris129@yahoo.com,France,Region8,2025-06-26 00:00:00,0,77.0,Website,Tablet,Quarterly
130,Michael Smith,60,Male,2020-07-17 00:00:00,Basic,9.99,Bank Transfer,16.11,False,msmith130@gmail.com,Germany,Region6,2025-06-26 00:00:00,2,661.0,OrganicSearch,Desktop,Monthly
131,Olivia Thomas,45,Male,2018-11-01 00:00:00,Basic,9.31,Debit Card,73.12,False,othomas131@gmail.com,Canada,East,2024-05-07 00:00:00,3,151.0,Ad,Mobile,Monthly
132,David Anderson,55,Male,2024-06-02 00:00:00,Basic,11.61,Bank Transfer,35.65,True,danderson132@example.com,Germany,Central,2025-06-26 00:00:00,2,227.0,Friend,Desktop,Quarterly
133,Alex Brown,50,Female,2020-04-14 00:00:00,Basic,9.75,Paypal,7.46,True,abrown133@gmail.com,Germany,East,2023-03-16 00:00:00,1,69.0,Friend,Mobile,Quarterly
134,Olivia Smith,21,Male,2023-05-31 00:00:00,Basic,11.0,Debit Card,18.38,False,osmith134@streamworld.com,Australia,West,2025-06-26 00:00:00,1,689.0,Friend,Mobile,Quarterly
136,John Thomas,46,Male,2021-06-22 00:00:00,Basic,9.75,Credit Card,28.6,True,jthomas136@yahoo.com,France,East,2022-09-26 00:00:00,3,14.0,Website,Desktop,Monthly
137,Robert Taylor,63,Prefer not to say,2018-09-15 00:00:00,Standard,16.2,Debit Card,18.5,False,rtaylor137@streamworld.com,Germany,Region10,2020-07-01 00:00:00,2,821.0,Ad,Mobile,Annual
138,Robert Anderson,77,Male,2021-03-06 00:00:00,Basic,9.38,Bank Transfer,1.44,False,randerson138@yahoo.com,UK,Region10,2023-09-26 00:00:00,1,326.0,Ad,Desktop,Monthly
139,Alex White,59,Female,2025-05-10 00:00:00,Standard,14.51,Credit Card,83.56,False,awhite139@gmail.com,USA,East,2025-06-26 00:00:00,1,70.0,SocialMedia,Mobile,Monthly
140,John Jackson,23,Male,2022-01-07 00:00:00,Basic,8.61,Credit Card,2.43,True,jjackson140@gmail.com,France,East,2022-11-21 00:00:00,4,925.0,Friend,Mobile,Monthly
141,Emily Taylor,63,Prefer not to say,2022-09-18 00:00:00,Premium,20.18,Debit Card,7.89,False,etaylor141@example.com,USA,Region9,2025-06-26 00:00:00,1,960.0,OrganicSearch,Tablet,Monthly
142,Jane White,57,Male,2021-01-16 00:00:00,Basic,8.71,Paypal,7.26,False,jwhite142@example.com,Canada,Region6,2024-12-26 00:00:00,1,88.0,OrganicSearch,Mobile,Monthly
143,Alex Anderson,73,Female,2019-01-29 00:00:00,Premium,19.55,Bank Transfer,21.17,False,aanderson143@example.com,USA,East,2019-05-05 00:00:00,2,621.0,SocialMedia,Mobile,Monthly
144,Michael Thomas,74,Female,2018-04-10 00:00:00,Standard,14.48,Paypal,30.82,False,mthomas144@streamworld.com,Canada,Region7,2023-09-10 00:00:00,1,120.0,Friend,Tablet,Monthly
