CustomerID,Name,Age,Gender,JoinDate,SubscriptionType,MonthlyFee,PaymentMethod,TotalWatchTime,Cancelled,Email,Country,Region,LastLoginDate,NumSupportTickets,LoyaltyPoints,ReferralSource,PreferredDevice,PaymentFrequency
42,Robert Jackson,62,Prefer not to say,23/06/2019,Standard,14.13,Credit Card,0.6,FALSE,rjackson42@yahoo.com,USA,Central,26/06/2025,0,553,SocialMedia,Desktop,Annual
43,Alex Thomas,75,Female,28/09/2020,Basic,8.79,Debit Card,24.44,FALSE,athomas43@yahoo.com,USA,Region6,26/04/2024,0,855,Ad,Mobile,Monthly
46,Alex Martin,27,Female,1/03/2022,Basic,11.08,Credit Card,23.93,FALSE,amartin46@yahoo.com,France,South,26/06/2025,1,759,Ad,Desktop,Monthly
47,David Johnson,50,Female,25/07/2023,Standard,15.49,Credit Card,26.91,FALSE,djohnson47@gmail.com,Australia,North,7/09/2024,1,454,Friend,Mobile,Monthly
48,Jane Johnson,39,Male,27/12/2020,Standard,16.41,Bank Transfer,12.73,TRUE,jjohnson48@yahoo.com,France,Central,26/06/2025,4,7,SocialMedia,Mobile,Monthly
49,Alex Anderson,65,Female,18/04/2018,Standard,14.88,Credit Card,48.42,TRUE,aanderson49@gmail.com,Canada,Region10,17/07/2020,1,842,Friend,Desktop,Monthly
50,Alex Brown,59,Female,15/03/2022,Basic,8.87,Credit Card,16.55,FALSE,abrown50@yahoo.com,Germany,South,26/06/2025,1,113,Friend,Mobile,Monthly
51,David Brown,53,Female,2/02/2023,Standard,15.04,Paypal,2.24,FALSE,dbrown51@example.com,France,Region7,3/04/2025,2,274,Friend,Desktop,Monthly
52,Emily Harris,37,Male,27/04/2021,Premium,20.1,Credit Card,28.14,FALSE,eharris52@streamworld.com,USA,Region10,6/12/2021,2,899,Website,Mobile,Annual
53,Sarah White,40,Male,6/02/2020,Premium,19.72,Bank Transfer,22.92,FALSE,swhite53@example.com,Australia,Region7,26/06/2025,1,569,SocialMedia,Tablet,Monthly
54,Emily Anderson,44,Male,11/10/2020,Standard,13.52,Bank Transfer,51.7,FALSE,eanderson54@streamworld.com,France,South,18/06/2022,0,54,SocialMedia,Mobile,Monthly
55,Jane Thomas,68,Male,1/12/2021,Basic,11.23,Credit Card,11.86,FALSE,user@@domain,UK,Region7,26/06/2025,5,288,Friend,Mobile,Monthly
56,Alex Johnson,77,Female,9/01/2018,Standard,15.63,Paypal,11.21,FALSE,ajohnson56@example.com,Canada,South,12/09/2024,2,488,OrganicSearch,Mobile,Monthly
58,John Martin,30,Prefer not to say,1/08/2023,Premium,20.42,Credit Card,6.16,FALSE,jmartin58@streamworld.com,Germany,East,5/09/2024,2,102,SocialMedia,Mobile,Monthly
59,John Thomas,50,Male,18/12/2019,Standard,14.78,Bank Transfer,1.29,FALSE,noatsign.com,UK,North,26/06/2025,0,522,Website,Mobile,Quarterly
60,Emily Jackson,78,Female,27/01/2018,Premium,19.73,Debit Card,23.77,FALSE,ejackson60@yahoo.com,UK,South,22/08/2024,1,578,SocialMedia,Mobile,Monthly
61,David Thomas,71,Male,26/03/2020,Basic,9.73,Credit Card,42.94,TRUE,dthomas61@streamworld.com,Australia,East,26/06/2025,2,2,Website,Mobile,Monthly
62,David Jackson,45,Non-binary,8/01/2023,Basic,8.94,Bank Transfer,88.42,TRUE,djackson62@example.com,France,Region10,26/06/2025,2,65,Friend,Tablet,Monthly
63,David Thomas,19,Female,1/04/2022,Standard,13.91,Credit Card,25.86,FALSE,dthomas63@example.com,Australia,North,26/06/2025,2,617,Friend,Mobile,Monthly
64,Robert Johnson,62,Female,12/11/2021,Basic,10.24,Paypal,32.31,FALSE,rjohnson64@yahoo.com,Australia,Region6,26/06/2025,5,858,Website,Mobile,Monthly
65,Alex Smith,29,Male,23/11/2022,Premium,18.92,Debit Card,42.21,TRUE,asmith65@example.com,Canada,North,26/06/2025,1,216,SocialMedia,Desktop,Annual
66,Sarah Jackson,68,Male,10/06/2024,Premium,18.95,Paypal,13.49,TRUE,noatsign.com,Canada,Central,26/06/2025,1,421,SocialMedia,Desktop,Monthly
67,Laura Taylor,29,Male,14/04/2023,Basic,8.51,Credit Card,88.74,FALSE,ltaylor67@gmail.com,France,Region7,26/06/2025,1,930,Website,Desktop,Monthly
68,Michael Taylor,47,Male,23/10/2020,Standard,15.81,Credit Card,5.81,FALSE,mtaylor68@example.com,UK,Region10,15/04/2023,3,466,Ad,Desktop,Monthly
69,Michael Johnson,49,Female,19/04/2024,Standard,14.26,Paypal,61.26,TRUE,mjohnson69@example.com,USA,Central,26/06/2025,2,483,OrganicSearch,Mobile,Monthly
70,Sarah Taylor,67,Female,23/04/2019,Basic,9.55,Credit Card,23.83,FALSE,staylor70@example.com,France,West,29/07/2023,0,604,Friend,Mobile,Annual
71,Emily Jackson,59,Female,16/03/2025,Basic,10.19,Credit Card,36.91,FALSE,ejackson71@example.com,Canada,North,26/06/2025,1,775,Friend,Desktop,Monthly
72,Michael White,77,Male,22/10/2023,Basic,8.79,Credit Card,6.68,TRUE,mwhite72@yahoo.com,Germany,South,26/06/2025,3,692,Friend,Mobile,Monthly
73,Jane White,51,Male,31/03/2018,Basic,10.36,Credit Card,8.15,FALSE,user@@domain,Australia,East,17/10/2020,2,955,Website,Desktop,Monthly
74,David Anderson,30,Female,3/05/2023,Premium,20.76,Credit Card,8.89,TRUE,danderson74@gmail.com,Australia,West,6/06/2025,5,235,OrganicSearch,Tablet,Monthly
75,Jane Harris,31,Female,26/07/2020,Standard,15.42,Credit Card,3.02,FALSE,jharris75@gmail.com,Germany,Region9,26/06/2025,3,335,SocialMedia,Desktop,Monthly
76,Michael Thomas,30,Male,16/05/2022,Standard,15.22,Credit Card,74.81,FALSE,mthomas76@yahoo.com,Canada,North,28/08/2024,0,156,Ad,Desktop,Monthly
77,Laura Harris,53,Male,21/12/2023,Standard,14.88,Credit Card,11.24,FALSE,lharris77@yahoo.com,Germany,Region8,26/06/2025,1,921,Website,Mobile,Quarterly
78,Alex Anderson,42,Female,14/06/2020,Basic,9.19,Paypal,12.96,FALSE,aanderson78@yahoo.com,Germany,Region8,14/06/2023,1,992,Friend,Mobile,Monthly
79,David Anderson,58,Female,28/10/2022,Standard,14.41,Credit Card,48.35,TRUE,danderson79@gmail.com,USA,Region6,26/06/2025,3,20,SocialMedia,Mobile,Monthly
80,David Martin,27,Male,18/03/2022,Premium,20.98,Credit Card,12.74,FALSE,dmartin80@example.com,USA,Central,26/06/2025,1,957,SocialMedia,Desktop,Monthly
81,Alex Anderson,68,Male,22/04/2020,Premium,20.06,Credit Card,4.67,FALSE,aanderson81@yahoo.com,UK,Region10,26/06/2025,3,538,Website,Mobile,Monthly
82,David Martin,75,Male,26/11/2023,Standard,14.66,Credit Card,3.72,FALSE,dmartin82@yahoo.com,France,Region9,26/06/2025,1,248,SocialMedia,Desktop,Monthly
83,Olivia White,58,Female,3/10/2021,Basic,10.75,Credit Card,5.58,FALSE,owhite83@yahoo.com,Germany,Region6,9/05/2024,1,145,SocialMedia,Mobile,Monthly
84,Emily Jackson,29,Male,25/07/2022,Standard,15.84,Debit Card,52.8,FALSE,ejackson84@streamworld.com,France,Region9,26/06/2025,2,199,Ad,Desktop,Annual
85,Sarah Taylor,18,Female,28/06/2021,Premium,19.66,Credit Card,0.34,FALSE,staylor85@example.com,UK,West,26/06/2025,2,100,SocialMedia,Desktop,Monthly
86,Sarah Smith,41,Female,25/03/2024,Standard,14.34,Credit Card,10.64,FALSE,ssmith86@yahoo.com,Australia,Region7,26/06/2025,1,790,Website,Mobile,Monthly
87,Sarah Anderson,79,Female,6/09/2021,Basic,9.34,Paypal,7.1,TRUE,sanderson87@yahoo.com,Canada,East,26/06/2025,3,550,Ad,Mobile,Monthly
88,Emily Brown,29,Female,15/10/2021,Premium,18.53,Paypal,27.74,FALSE,ebrown88@streamworld.com,Germany,South,15/11/2023,0,222,Ad,Mobile,Monthly
89,Michael Jackson,53,Female,20/09/2018,Basic,10.69,Paypal,53.09,TRUE,mjackson89@gmail.com,Canada,Region9,28/08/2022,1,214,Website,Mobile,Monthly
90,Emily Jackson,68,Male,20/08/2024,Standard,13.17,Credit Card,6.6,FALSE,ejackson90@streamworld.com,Canada,Region10,1/03/2025,2,131,Ad,Mobile,Monthly
91,Sarah Jackson,66,Female,14/12/2023,Basic,10.09,Debit Card,3.19,FALSE,sjackson91@example.com,France,South,26/06/2025,2,130,Friend,Mobile,Monthly
92,John Johnson,56,Female,30/09/2019,Basic,8.86,Credit Card,43.14,FALSE,jjohnson92@gmail.com,Germany,East,23/07/2022,3,842,Website,Tablet,Monthly
93,Robert Harris,79,Male,28/04/2021,Standard,12.99,Credit Card,10.51,FALSE,rharris93@streamworld.com,Germany,South,26/06/2025,1,749,OrganicSearch,Desktop,Monthly
95,Robert Anderson,20,Male,12/05/2024,Premium,20.46,Paypal,10.07,FALSE,randerson95@gmail.com,Canada,Central,26/06/2025,3,262,SocialMedia,Mobile,Monthly
96,Alex Harris,77,Male,6/09/2020,Basic,10.96,Debit Card,39.54,TRUE,aharris96@example.com,Germany,Region6,26/06/2025,2,446,Friend,Mobile,Quarterly
97,Laura Taylor,60,Female,29/12/2020,Premium,20.81,Bank Transfer,19.47,TRUE,ltaylor97@example.com,Germany,South,26/06/2025,0,1000,Website,Desktop,Monthly
98,Michael Jackson,37,Male,12/01/2023,Standard,14.96,Credit Card,18.2,TRUE,mjackson98@gmail.com,USA,Region10,29/03/2023,0,46,Website,Mobile,Monthly
99,Laura Harris,36,Female,3/09/2018,Basic,12.01,Debit Card,4.5,FALSE,lharris99@streamworld.com,Germany,West,26/06/2025,2,198,Website,Mobile,Quarterly
100,Robert Martin,78,Male,18/11/2024,Premium,21.08,Credit Card,13.1,FALSE,noatsign.com,France,South,26/06/2025,2,245,Ad,Mobile,Monthly
101,Olivia Anderson,58,Male,27/06/2024,Premium,21.35,Paypal,9.11,FALSE,oanderson101@gmail.com,Germany,South,26/06/2025,1,593,Website,Mobile,Quarterly
102,Emily Smith,45,Non-binary,18/01/2018,Standard,14.66,Credit Card,19.54,FALSE,esmith102@example.com,Australia,East,3/05/2021,1,348,SocialMedia,Mobile,Monthly
103,Jane Anderson,76,Female,23/01/2023,Basic,10.85,Bank Transfer,12.39,TRUE,janderson103@yahoo.com,USA,North,25/07/2024,1,221,Website,Mobile,Quarterly
104,Jane Martin,53,Male,15/03/2020,Standard,11.52,Debit Card,43.07,TRUE,jmartin104@gmail.com,USA,West,26/06/2025,2,722,OrganicSearch,Mobile,Monthly
105,John Smith,63,Male,20/01/2023,Premium,19.39,Credit Card,22.07,FALSE,jsmith105@streamworld.com,France,Central,26/06/2025,1,753,SocialMedia,Mobile,Monthly
106,David Anderson,71,Female,30/07/2024,Standard,15.04,Paypal,59.05,TRUE,danderson106@streamworld.com,France,North,26/06/2025,2,240,Ad,Mobile,Monthly
107,Sarah Harris,47,Male,15/01/2023,Basic,10.39,Credit Card,8.34,FALSE,sharris107@yahoo.com,USA,Region10,27/05/2023,2,472,Friend,Desktop,Monthly
108,Olivia Martin,39,Male,18/11/2021,Basic,10.42,Credit Card,3.37,FALSE,omartin108@example.com,UK,Central,26/06/2025,1,101,Website,Desktop,Monthly
109,Michael Taylor,59,Female,7/12/2018,Basic,10.29,Credit Card,37.6,FALSE,mtaylor109@streamworld.com,USA,West,16/12/2019,0,964,Website,Desktop,Quarterly
110,Jane Jackson,62,Female,3/10/2020,Basic,12.03,Credit Card,13.17,TRUE,jjackson110@yahoo.com,USA,West,2/10/2023,1,647,OrganicSearch,Desktop,Annual
111,David Brown,54,Female,14/05/2024,Standard,14.02,Bank Transfer,9.71,FALSE,dbrown111@streamworld.com,Australia,Region9,26/06/2025,4,802,OrganicSearch,Desktop,Monthly
113,Sarah Brown,63,Male,23/08/2018,Standard,14.51,Paypal,34.77,FALSE,sbrown113@streamworld.com,Canada,Region10,4/06/2024,5,147,Website,Mobile,Monthly
114,Alex White,47,Male,13/08/2021,Basic,10.46,Bank Transfer,7.14,TRUE,awhite114@yahoo.com,Germany,West,26/06/2025,1,786,OrganicSearch,Mobile,Quarterly
115,David Jackson,80,Female,14/09/2021,Basic,9.71,Credit Card,12.16,FALSE,djackson115@gmail.com,France,Region8,18/02/2022,1,639,Website,Mobile,Monthly
116,Robert Brown,49,Female,29/10/2020,Basic,11.69,Credit Card,35.67,FALSE,rbrown116@gmail.com,Canada,Region7,7/01/2023,2,546,Friend,Mobile,Monthly
117,Sarah Anderson,29,Female,23/08/2024,Basic,10.19,Credit Card,8.7,TRUE,sanderson117@gmail.com,Germany,Region10,26/06/2025,1,875,Ad,Desktop,Monthly
118,Emily Anderson,48,Male,10/07/2019,Basic,8.82,Debit Card,4.97,FALSE,eanderson118@gmail.com,Germany,Region6,7/01/2021,1,96,Ad,Desktop,Monthly
119,Laura Martin,29,Female,13/08/2020,Basic,9.73,Paypal,7.01,FALSE,lmartin119@gmail.com,Canada,Central,26/06/2025,2,114,Website,Desktop,Monthly
120,David Brown,62,Prefer not to say,25/01/2018,Standard,14.47,Bank Transfer,5.05,FALSE,dbrown120@streamworld.com,Germany,South,3/09/2022,1,529,Friend,Desktop,Annual
121,Laura Martin,54,Male,9/02/2020,Standard,14.58,Credit Card,25.91,FALSE,lmartin121@example.com,UK,West,11/09/2021,2,258,Website,Desktop,Monthly
122,Laura Brown,59,Female,23/08/2019,Standard,16.41,Credit Card,4.22,TRUE,lbrown122@gmail.com,France,Region7,13/12/2021,5,828,Website,Desktop,Annual
123,Jane Harris,41,Female,19/09/2022,Basic,10.48,Credit Card,2.15,FALSE,jharris123@example.com,Canada,Region8,20/08/2024,4,995,Website,Mobile,Quarterly
124,Emily White,72,Female,30/04/2022,Standard,14.42,Credit Card,34.57,FALSE,ewhite124@streamworld.com,UK,Region6,9/03/2025,1,529,OrganicSearch,Mobile,Monthly
125,Robert Smith,48,Male,12/09/2022,Premium,18.67,Debit Card,11.61,TRUE,rsmith125@example.com,UK,East,18/12/2022,3,591,Ad,Mobile,Monthly
126,Jane Thomas,77,Male,4/01/2024,Premium,20.32,Credit Card,7.87,TRUE,jthomas126@streamworld.com,Canada,Region9,26/06/2025,1,204,Website,Tablet,Quarterly
127,Laura Johnson,45,Female,22/01/2024,Basic,9.99,Credit Card,33.45,FALSE,ljohnson127@example.com,Australia,North,26/06/2025,0,564,Website,Desktop,Monthly
128,Sarah Smith,55,Female,20/06/2018,Basic,10.25,Debit Card,9.83,FALSE,ssmith128@yahoo.com,Germany,Region10,11/08/2020,0,229,OrganicSearch,Mobile,Monthly
129,Olivia Harris,41,Female,17/09/2022,Standard,13.63,Credit Card,2.94,FALSE,oharris129@yahoo.com,France,Region8,26/06/2025,0,77,Website,Tablet,Quarterly
130,Michael Smith,60,Male,17/07/2020,Basic,9.99,Bank Transfer,16.11,FALSE,msmith130@gmail.com,Germany,Region6,26/06/2025,2,661,OrganicSearch,Desktop,Monthly
131,Olivia Thomas,45,Male,1/11/2018,Basic,9.31,Debit Card,73.12,FALSE,othomas131@gmail.com,Canada,East,7/05/2024,3,151,Ad,Mobile,Monthly
132,David Anderson,55,Male,2/06/2024,Basic,11.61,Bank Transfer,35.65,TRUE,danderson132@example.com,Germany,Central,26/06/2025,2,227,Friend,Desktop,Quarterly
133,Alex Brown,50,Female,14/04/2020,Basic,9.75,Paypal,7.46,TRUE,abrown133@gmail.com,Germany,East,16/03/2023,1,69,Friend,Mobile,Quarterly
134,Olivia Smith,21,Male,31/05/2023,Basic,11,Debit Card,18.38,FALSE,osmith134@streamworld.com,Australia,West,26/06/2025,1,689,Friend,Mobile,Quarterly
136,John Thomas,46,Male,22/06/2021,Basic,9.75,Credit Card,28.6,TRUE,jthomas136@yahoo.com,France,East,26/09/2022,3,14,Website,Desktop,Monthly
137,Robert Taylor,63,Prefer not to say,15/09/2018,Standard,16.2,Debit Card,18.5,FALSE,rtaylor137@streamworld.com,Germany,Region10,1/07/2020,2,821,Ad,Mobile,Annual
138,Robert Anderson,77,Male,6/03/2021,Basic,9.38,Bank Transfer,1.44,FALSE,randerson138@yahoo.com,UK,Region10,26/09/2023,1,326,Ad,Desktop,Monthly
139,Alex White,59,Female,10/05/2025,Standard,14.51,Credit Card,83.56,FALSE,awhite139@gmail.com,USA,East,26/06/2025,1,70,SocialMedia,Mobile,Monthly
140,John Jackson,23,Male,7/01/2022,Basic,8.61,Credit Card,2.43,TRUE,jjackson140@gmail.com,France,East,21/11/2022,4,925,Friend,Mobile,Monthly
141,Emily Taylor,63,Prefer not to say,18/09/2022,Premium,20.18,Debit Card,7.89,FALSE,etaylor141@example.com,USA,Region9,26/06/2025,1,960,OrganicSearch,Tablet,Monthly
142,Jane White,57,Male,16/01/2021,Basic,8.71,Paypal,7.26,FALSE,jwhite142@example.com,Canada,Region6,26/12/2024,1,88,OrganicSearch,Mobile,Monthly
143,Alex Anderson,73,Female,29/01/2019,Premium,19.55,Bank Transfer,21.17,FALSE,aanderson143@example.com,USA,East,5/05/2019,2,621,SocialMedia,Mobile,Monthly
144,Michael Thomas,74,Female,10/04/2018,Standard,14.48,Paypal,30.82,FALSE,mthomas144@streamworld.com,Canada,Region7,10/09/2023,1,120,Friend,Tablet,Monthly
145,Jane Harris,74,Female,6/03/2025,Standard,13.37,Debit Card,14.95,TRUE,jharris145@gmail.com,Canada,Central,26/06/2025,1,896,OrganicSearch,Mobile,Annual
146,Emily Harris,66,Non-binary,10/12/2019,Standard,14.13,Debit Card,3.48,FALSE,eharris146@yahoo.com,Canada,North,26/06/2025,4,879,Ad,Mobile,Monthly
147,Alex Thomas,32,Female,23/06/2020,Basic,11.98,Credit Card,25.03,FALSE,athomas147@streamworld.com,UK,East,22/09/2022,2,705,Website,Tablet,Monthly
148,Robert Johnson,52,Female,18/10/2022,Premium,21.75,Credit Card,12.81,TRUE,rjohnson148@yahoo.com,Australia,North,26/06/2025,2,124,Friend,Tablet,Monthly
149,Jane Brown,53,Female,5/01/2023,Premium,19.47,Paypal,69.35,FALSE,jbrown149@example.com,Germany,Region9,26/06/2025,3,357,SocialMedia,Mobile,Monthly
150,Alex Brown,70,Female,4/12/2018,Premium,19.48,Credit Card,8.53,TRUE,abrown150@example.com,Australia,North,26/06/2025,3,756,Website,Mobile,Monthly
151,Robert Johnson,50,Prefer not to say,8/03/2022,Basic,9.78,Credit Card,4.64,FALSE,rjohnson151@streamworld.com,Germany,Central,7/11/2023,0,243,Friend,Mobile,Quarterly
152,John Harris,58,Female,4/07/2021,Basic,9.76,Credit Card,10.44,FALSE,jharris152@streamworld.com,Australia,Region9,26/06/2025,5,506,Website,Desktop,Annual
153,David Brown,45,Male,30/04/2019,Basic,9.24,Paypal,20.15,TRUE,dbrown153@yahoo.com,France,Region9,26/06/2025,2,206,Friend,Desktop,Annual
154,Sarah Taylor,18,Female,20/10/2021,Standard,15.79,Paypal,3.03,FALSE,staylor154@streamworld.com,UK,South,26/06/2025,3,669,Ad,Desktop,Quarterly
155,Olivia Martin,32,Male,14/11/2024,Standard,15.12,Credit Card,26.52,FALSE,omartin155@yahoo.com,UK,East,26/06/2025,1,303,SocialMedia,Desktop,Monthly
156,Olivia Brown,59,Male,10/09/2018,Basic,10.26,Credit Card,40.61,FALSE,obrown156@example.com,Germany,North,15/03/2020,1,723,Ad,Desktop,Quarterly
157,Sarah Smith,76,Female,26/11/2023,Basic,9.19,Credit Card,25.89,FALSE,ssmith157@streamworld.com,UK,West,6/07/2024,3,769,OrganicSearch,Mobile,Quarterly
158,Sarah Jackson,50,Male,6/10/2024,Standard,16.29,Credit Card,7.8,FALSE,sjackson158@gmail.com,UK,Region9,26/06/2025,2,537,Ad,Mobile,Monthly
159,Emily Anderson,74,Female,21/08/2021,Basic,11.29,Credit Card,10.12,FALSE,eanderson159@yahoo.com,UK,Region8,21/06/2024,4,294,Website,Mobile,Quarterly
160,Alex Johnson,54,Male,13/04/2018,Basic,9.26,Credit Card,14.81,FALSE,ajohnson160@yahoo.com,Canada,South,7/04/2022,2,713,SocialMedia,Mobile,Monthly
161,Alex White,45,Prefer not to say,13/08/2020,Basic,9.74,Debit Card,6.6,FALSE,awhite161@streamworld.com,Germany,West,26/06/2025,1,415,Website,Tablet,Monthly
